Over_Ball,Batting_Team,Bowling_Team,Stadium,Runs_Scored,Extras,Fallen_Wickets,Cumulative_Runs_Scored
13.5,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,6,74
1.2,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,0,0,0,6
19.3,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,8,172
18.6,Quetta Gladiators,Islamabad United,Sheikh Zayed Stadium Abu Dhabi,0,0,8,164
9.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,58
13.6,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,1,5,85
13.5,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,1,0,3,98
0.4,Lahore Qalandars,Karachi Kings,Sharjah Cricket Stadium,4,0,0,6
11.3,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,1,0,0,132
1.4,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,4
16.1,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,3,123
17.1,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,4,130
19.1,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,7,122
19.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,6,191
5.6,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,0,0,3,57
13.4,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,4,99
4.7,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,2,40
18.1,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,1,0,7,105
9.6,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,1,96
8.6,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,2,0,1,70
19.3,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,1,0,5,200
3.1,Lahore Qalandars,Karachi Kings,Sharjah Cricket Stadium,1,0,1,30
3.3,Islamabad United,Quetta Gladiators,National Stadium Karachi,6,0,0,33
2.5,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,0,0,1,9
18.7,Peshawar Zalmi,Islamabad United,National Stadium Karachi,4,0,9,137
17.6,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,4,160
16.2,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,4,147
3.3,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,1,0,1,20
19.3,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,5,140
2.4,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,1,0,1,10
3.3,Lahore Qalandars,Karachi Kings,National Stadium Karachi,0,0,0,27
3.2,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,1,26
15.5,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,6,114
4.1,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,35
3.5,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,2,0,0,35
9.5,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,89
15.3,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,1,0,7,108
5.2,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,2,24
1.6,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,2,10
19.4,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,8,156
0.7,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,0,0,0,13
4.1,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,40
4.6,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,0,62
7.1,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,0,0,1,61
18.3,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,4,0,6,129
6.3,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,1,43
0.6,Lahore Qalandars,Karachi Kings,National Stadium Karachi,1,0,0,9
12.2,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,0,0,4,90
11.1,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,4,50
6.3,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,3,44
1.5,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,0,0,0,10
2.5,Lahore Qalandars,Karachi Kings,Sharjah Cricket Stadium,3,0,1,29
5.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,36
12.5,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,0,0,0,117
5.2,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,1,0,1,35
15.3,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,139
8.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,60
19.2,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,7,136
11.6,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,6,0,3,81
5.3,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,26
6.4,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,52
5.2,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,0,0,1,41
6.3,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,1,0,0,54
8.5,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,1,0,1,75
15.4,Islamabad United,Quetta Gladiators,National Stadium Karachi,4,0,4,136
6.5,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,2,47
4.3,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,2,0,2,17
11.3,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,2,0,6,129
4.1,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,0,0,2,11
6.1,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,2,42
11.2,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,4,59
6.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,0,51
10.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,3,72
18.2,Karachi Kings,Quetta Gladiators,National Stadium Karachi,4,0,6,130
6.5,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,1,0,2,70
11.7,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,4,87
4.2,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,2,22
0.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,0,1
14.7,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,5,110
0.1,Lahore Qalandars,Multan Sultans,National Stadium Karachi,4,0,0,4
6.6,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,1,56
0.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,4,0,0,5
1.2,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,0,17
11.4,Quetta Gladiators,Islamabad United,Sheikh Zayed Stadium Abu Dhabi,2,0,2,102
12.6,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,4,64
1.2,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,0,0,0,3
8.2,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,1,0,4,68
0.3,Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,0,1,0,2
15.4,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,2,0,3,130
8.4,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,3,49
7.1,Lahore Qalandars,Multan Sultans,National Stadium Karachi,0,0,2,41
2.3,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,0,13
17.6,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,6,106
10.5,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,91
6.1,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,2,36
5.6,Karachi Kings,Quetta Gladiators,National Stadium Karachi,2,0,1,40
6.6,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,4,0,1,61
4.1,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,0,0,0,34
9.3,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,0,80
11.5,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,1,0,3,77
5.3,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,0,0,0,59
14.5,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,7,57
18.3,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,0,0,5,185
10.1,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,1,75
5.1,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,1,0,1,26
2.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,0,19
10.5,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,3,74
8.1,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,4,0,3,74
2.2,Peshawar Zalmi,Islamabad United,National Stadium Karachi,4,0,0,11
8.2,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,0,5,3,68
8.6,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,1,90
17.5,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,1,8,103
18.6,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,6,188
6.6,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,2,34
12.5,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,1,0,1,107
16.4,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,1,4,112
5.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,1,50
12.1,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,0,0,5,89
16.4,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,1,0,4,141
3.2,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,1,30
12.1,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,1,0,1,104
5.3,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,1,34
15.6,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,4,0,1,144
0.4,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,0,4
11.1,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,1,0,5,61
2.2,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,2,0,15
18.4,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,1,0,6,153
9.2,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,79
18.3,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,4,0,3,160
0.3,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,1
1.1,Peshawar Zalmi,Lahore Qalandars,Dubai International Cricket Stadium,0,1,0,6
14.6,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,3,98
16.5,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,2,0,3,154
4.4,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,1,0,1,31
4.6,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,1,0,2,29
1.1,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,7
2.7,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,0,0,0,19
5.3,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,2,44
16.1,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,6,0,3,160
5.4,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,0,49
9.4,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,3,62
4.2,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,2,24
12.4,Islamabad United,Karachi Kings,National Stadium Karachi,1,0,3,86
0.6,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,0,0,0,1
0.3,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,0,0
18.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,6,134
16.6,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,4,134
17.2,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,1,0,4,126
18.5,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,4,137
13.5,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,1,8,74
6.6,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,1,0,1,53
7.2,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,3,52
13.3,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,0,0,5,99
8.3,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,52
19.7,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,2,0,7,187
15.6,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,1,0,4,142
1.3,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,9
13.6,Lahore Qalandars,Karachi Kings,National Stadium Karachi,1,0,4,108
8.6,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,4,59
12.2,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,5,87
17.4,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,0,0,5,142
0.3,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,0,0,0,5
0.4,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,0,0,0,1
1.5,Peshawar Zalmi,Quetta Gladiators,Sharjah Cricket Stadium,0,0,0,15
0.2,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,0,4
12.2,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,4,0,4,87
17.6,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,6,0,5,128
12.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,2,0,4,90
16.3,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,7,117
12.5,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,1,0,3,89
4.4,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,1,33
5.1,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,0,46
4.6,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,2,35
18.2,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,6,0,7,105
16.1,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,1,0,6,109
12.6,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,2,99
9.1,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,3,61
7.5,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,4,47
2.2,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,0,1,0,10
8.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,61
10.2,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,1,95
12.1,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,1,0,6,77
8.4,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,2,61
9.1,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,4,62
1.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,1,5
13.6,Karachi Kings,Quetta Gladiators,National Stadium Karachi,4,0,2,117
11.3,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,4,84
8.1,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,2,0,3,59
9.4,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,1,0,4,83
3.4,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,0,0,0,25
11.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,6,0,3,82
17.1,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,6,0,7,117
16.8,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,0,0,5,103
13.1,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,2,0,3,83
18.4,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,7,136
0.7,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,1,0,0,11
1.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,5
10.5,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,3,72
1.6,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,19
13.3,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,3,77
14.2,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,1,5,102
8.1,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,3,57
3.2,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,1,0,1,24
16.1,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,1,0,7,112
15.6,Lahore Qalandars,Multan Sultans,National Stadium Karachi,6,0,5,111
14.5,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,4,70
17.1,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,4,0,4,126
4.5,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,0,41
4.2,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,0,0,2,28
10.1,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,3,100
2.6,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,16
3.4,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,4,0,1,22
8.6,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,2,53
0.6,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,1,0,0,10
6.5,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,1,0,4,44
8.3,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,2,58
12.3,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,2,0,4,90
10.2,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,2,75
2.5,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,13
17.2,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,4,0,4,111
17.2,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,1,0,4,165
8.2,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,1,72
12.3,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,0,0,3,94
3.7,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,1,27
7.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,0,63
4.3,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,41
6.2,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,3,36
10.6,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,77
19.3,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,4,173
1.5,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,0,16
7.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,6,0,2,56
4.6,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,1,33
18.1,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,0,0,4,184
9.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,74
11.6,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,5,60
7.4,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,1,50
0.2,Islamabad United,Karachi Kings,National Stadium Karachi,0,1,0,2
5.5,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,0,0,1,39
19.4,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,2,0,7,140
1.3,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,1,0,0,12
19.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,6,148
3.1,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,0,0,0,32
0.1,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,0,0
18.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,7,133
12.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,6,0,2,122
13.4,Karachi Kings,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,4,95
4.4,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,29
10.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,4,0,2,69
11.6,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,4,0,1,103
11.6,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,4,0,4,53
16.4,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,0,0,6,161
3.5,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,4,0,0,38
14.1,Peshawar Zalmi,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,98
9.3,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,4,48
1.1,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,0,6
16.6,Multan Sultans,Karachi Kings,Multan Cricket Stadium,4,0,3,163
11.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,89
15.6,Islamabad United,Karachi Kings,National Stadium Karachi,1,0,5,102
4.5,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,1,36
12.5,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,5,81
4.4,Karachi Kings,Islamabad United,National Stadium Karachi,0,0,1,60
9.3,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,53
16.5,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,6,132
16.2,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,6,92
4.4,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,1,0,1,39
16.3,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,0,0,3,156
5.6,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,1,0,1,46
18.2,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,4,157
4.1,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,2,0,0,30
12.3,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,3,0,3,78
13.1,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,2,0,3,75
7.6,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,1,74
17.5,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,3,137
18.6,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,9,93
0.3,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,2
19.1,Multan Sultans,Karachi Kings,Multan Cricket Stadium,2,0,5,182
11.2,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,3,93
10.1,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,0,0,4,53
17.4,Lahore Qalandars,Karachi Kings,Sharjah Cricket Stadium,2,0,4,158
5.4,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,6,0,0,56
6.3,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,2,49
18.6,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,1,0,7,154
5.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,36
17.6,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,1,0,4,135
11.1,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,4,84
5.4,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,4,0,1,42
